"Korean Name","English Name","Searched Eng Name","Functions"
"비스-에칠헥실옥시페놀메톡시페닐트리아진","Bis-Ethylhexyloxyphenol Methoxyphenyl Triazine","BIS-ETHYLHEXYLOXYPHENOL METHOXYPHENYL TRIAZINE","HAIR CONDITIONING | LIGHT STABILIZER | UV ABSORBER | UV FILTER"
"비스-카프릴로일옥시팔미타미도아이소프로판올","Bis-Capryloyloxypalmitamido Isopropanol","BIS-CAPRYLOYLOXYPALMITAMIDO ISOPROPANOL","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING | SKIN PROTECTING"
"비스-페닐프로필다이메티콘","Bis-Phenylpropyl Dimethicone","BIS-PHENYLPROPYL DIMETHICONE","HAIR CONDITIONING"
"비스-피이지-15메틸에터다이메티콘","Bis-PEG-15 Methyl Ether Dimethicone","BIS-PEG-15 METHYL ETHER DIMETHICONE","SURFACTANT - EMULSIFYING | HAIR CONDITIONING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"비스-피이지-18메틸에터다이메틸실레인","Bis-PEG-18 Methyl Ether Dimethyl Silane","BIS-PEG-18 METHYL ETHER DIMETHYL SILANE","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - FOAM BOOSTING | HAIR CONDITIONING | HUMECTANT | SURFACTANT - HYDROTROPE | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"비스-하이드록시에톡시프로필다이메티콘","Bis-Hydroxyethoxypropyl Dimethicone","BIS-HYDROXYETHOXYPROPYL DIMETHICONE/LACTIDE COPOLYMER","BINDING | BULKING | SKIN CONDITIONING - EMOLLIENT | FILM FORMING | SKIN CONDITIONING"
"비에이치에이","BHA","BHA","ANTIOXIDANT | FRAGRANCE"
"비에이치티","BHT","BHT","ANTIOXIDANT | FRAGRANCE"
"비즈왁스","Beeswax","BEESWAX","BINDING | EMULSION STABILISING | FRAGRANCE | SKIN CONDITIONING | VISCOSITY CONTROLLING"
"비치스트로베리추출물","Fragaria Chiloensis (Strawberry) Fruit Extract","FRAGARIA CHILOENSIS FRUIT EXTRACT","SKIN CONDITIONING"
"비타민나무수","Hippophae Rhamnoides Water","HIPPOPHAE RHAMNOIDES FRUIT WATER","SOLVENT"
"비타민나무열매오일","Hippophae Rhamnoides Fruit Oil","HIPPOPHAE RHAMNOIDES ACID","SKIN CONDITIONING - EMOLLIENT | EMULSION STABILISING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"비타민나무열매추출물","Hippophae Rhamnoides Fruit Extract","HIPPOPHAE RHAMNOIDES FRUIT EXTRACT","SKIN CONDITIONING"
"비타민나무오일","Hippophae Rhamnoides Oil","HIPPOPHAE RHAMNOIDES ACID","SKIN CONDITIONING - EMOLLIENT | EMULSION STABILISING | SKIN CONDITIONING | SURFACTANT - CLEANSING"
"비타민나무추출물","Hippophae Rhamnoides Extract","HIPPOPHAE RHAMNOIDES PEEL EXTRACT","ANTIOXIDANT | HUMECTANT | SKIN CONDITIONING - HUMECTANT"
"비터아몬드씨추출물","Prunus Amygdalus Amara (Bitter Almond) Seed Extract","PRUNUS AMYGDALUS AMARA SEED EXTRACT","SKIN CONDITIONING"
"비터아몬드커넬오일","Prunus Amygdalus Amara (Bitter Almond) Kernel Oil","PRUNUS AMYGDALUS AMARA KERNEL OIL","FRAGRANCE | PERFUMING"
"비터오렌지껍질오일","Citrus Aurantium Amara (Bitter Orange) Peel Oil","CITRUS AURANTIUM AMARA PEEL OIL","SKIN CONDITIONING"
"비터오렌지꽃수","Citrus Aurantium Amara (Bitter Orange) Flower Water","CITRUS AURANTIUM AMARA FLOWER WATER","FRAGRANCE | SKIN CONDITIONING | TONIC"
"비터오렌지꽃오일","Citrus Aurantium Amara (Bitter Orange) Flower Oil","CITRUS AURANTIUM AMARA FLOWER OIL","FRAGRANCE | SKIN CONDITIONING"
"비터오렌지꽃추출물","Citrus Aurantium Amara (Bitter Orange) Flower Extract","CITRUS AURANTIUM AMARA FLOWER EXTRACT","REFRESHING | SKIN CONDITIONING"
"비트레오스실라발효물","Vitreoscilla Ferment","VITREOSCILLA FERMENT","SKIN CONDITIONING"
"비파나무잎추출물","Eriobotrya Japonica Leaf Extract","ERIOBOTRYA JAPONICA LEAF/TARAXACUM PLATYCARPUM EXTRACT","NOT REPORTED"
"비피다발효여과물","Bifida Ferment Filtrate","BIFIDA FERMENT FILTRATE","SKIN CONDITIONING"
"비피다발효용해물","Bifida Ferment Lysate","BIFIDA FERMENT LYSATE","SKIN CONDITIONING"
"비피다발효추출물","Bifida Ferment Extract","BIFIDA FERMENT EXTRACT","HUMECTANT | SKIN CONDITIONING"
"빌베리씨오일","Vaccinium Myrtillus Seed Oil","VACCINIUM MYRTILLUS SEED OIL","SKIN CONDITIONING"
"빌베리열매추출물","Vaccinium Myrtillus Fruit Extract","VACCINIUM MYRTILLUS FRUIT EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"뽕나무뿌리추출물","Morus Alba Root Extract","MORUS ALBA ROOT BARK EXTRACT","SKIN CONDITIONING"
"뽕나무열매추출물","Morus Alba Fruit Extract","MORUS ALBA FRUIT EXTRACT","ANTIOXIDANT"
"뽕나무잎추출물","Morus Alba Leaf Extract","MORUS ALBA LEAF EXTRACT","SKIN CONDITIONING"
"뽕나무줄기추출물","Morus Alba Stem Extract","MORUS ALBA STEM EXTRACT","SKIN CONDITIONING"
"사과세포배양추출물","Malus Domestica Fruit Cell Culture Extract","MALUS DOMESTICA FRUIT CELL CULTURE EXTRACT","SKIN CONDITIONING"
"사과수","Pyrus Malus (Apple) Fruit Water","PYRUS MALUS FRUIT WATER","FRAGRANCE"
"사과씨오일","Pyrus Malus (Apple) Seed Oil","PYRUS MALUS SEED OIL","SKIN CONDITIONING - EMOLLIENT"
"사과씨추출물","Pyrus Malus (Apple) Seed Extract","PYRUS MALUS SEED EXTRACT","SKIN CONDITIONING"
"사과즙","Pyrus Malus (Apple) Juice","PYRUS MALUS JUICE","SKIN CONDITIONING"
"사과추출물","Malus Domestica Fruit Extract,Pyrus Malus (Apple) Fruit Extract","ASPERGILLUS/TURNIP ROOT/EUTERPE OLERACEA FRUIT/PHASEOLUS ANGULARIS SEED/ACEROLA FRUIT/ANISE FRUIT/AVOCADO FRUIT/GYNOSTEMMA PENTAPHYLLUM LEAF/PANICUM ITALICUM SEED/CICER ARIETINUM SEED/PEA SEED/OAT SEED/HORDEUM VULGARE SEED/ORANGE FRUIT/EQUISETUM ARVENSE/CASHEW/CURCUMA ZEDOARIA ROOT/ERYTHROXYLUM CATUABA WOOD/PUMPKIN FRUIT/MYRCIARIA DUBIA FRUIT/PAULLINIA CUPANA FRUIT/BACCHARIS GENISTELLOIDES/KIWI FRUIT/MILLET SEED/UNCARIA TOMENTOSA WOOD/PSIDIUM GUAJAVA FRUIT/CLOVE BUD/PHASEOLUS VULGARIS SEED/ORYZA SATIVA SEED/ARCTIUM LAPPA ROOT/SESAME SEED/LAMINARIA JAPONICA LEAF/CINNAMOMUM CASSIA BARK/POTATO ROOT/ECHINODORUS MACROPHYLLUS LEAF/GINGER ROOT/WATERMELON FRUIT/AVERRHOA CARAMBOLA FRUIT/STEVIA REBAUDIANA LEAF/SOYBEAN SEED/SORGHUM BICOLOR SEED/CORN SEED/TOMATO FRUIT/PRUNUS DOMESTICA FRUIT/CARROT ROOT/PORPHYRA YEZOENSIS/PINEAPPLE FRUIT/PASSIFLORA INCARNATA/COIX LACRYMA-JOBI MA-YUEN SEED/BANANA FRUIT/PAPAYA FRUIT/PFAFFIA PANICULATA ROOT/LECYTHIS OLLARIA SEED/CAPSICUM ANNUUM FRUIT/ECHINOCHLOA CRUS-GALLI SEED/MYRCIA AMAZONICA/LEPIDIUM MEYENII ROOT/ ILEX PARAGUARIENSIS LEAF/WHEAT SEED/MANGO FRUIT/MANIHOT ESCULENTA ROOT/TABEBUIA AVELLANEDAE BARK/ORYZA JAPONICA SEED/PHASEOLUS VULGARIS SEED/MELON FRUIT/SMALLANTHUS SONCHIFOLIUS ROOT/PYRUS COMMUNIS FRUIT/RYE SEED/APPLE FRUIT/GRAPEFRUIT LEAF/LEMON FRUIT/CYMBOPOGON CITRATUS LEAF/NELUMBO NUCIFERA RHIZOME/LENTIL SEED/ROSEMARY LEAF/UNDARIA PINNATIFIDA LEAF/ALOE ARBORESCENS LEAF/PANAX GINSENG ROOT/SPARASSIS CRISPA FRUITING BODY/CHLORELLA VULGARIS/PLEUROTUS ERYNGII FRUITING BODY/PLEUROTUS SAJOR-CAJU FRUITING BODY/OLIVE LEAF/CAMELLIA SINENSIS LEAF/LAMINARIA JAPONICA ROOT/FUCUS VESICULOSUS/CLADOSIPHON OKAMURANUS/HOUTTUYNIA CORDATA/CRATAEGUS OXYACANTHA/ANTHEMIS NOBILIS FLOWER/ARTEMISIA PRINCEPS LEAF/SASA VEITCHII LEAF/CHAENOMELES SINENSIS FRUIT/CORDYCEPS SINENSIS/AMPELOPSIS BREVIPEDUNCULATA/ALPINIA SPECIOSA LEAF/TURMERIC ROOT FERMENT EXTRACT","SKIN CONDITIONING - MISCELLANEOUS"
"사라수씨버터","Shorea Robusta Seed Butter","SHOREA ROBUSTA SEED BUTTER","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"사르가숨 필리펜둘라추출물","Sargassum Filipendula Extract","SARGASSUM FILIPENDULA EXTRACT","SKIN PROTECTING"
"사막장미잎세포추출물","Adenium Obesum Leaf Cell Extract","ADENIUM OBESUM LEAF CELL EXTRACT","FRAGRANCE | SKIN CONDITIONING"
"사막장미잎추출물","Adenium Obesum Leaf Extract","ADENIUM OBESUM LEAF CELL EXTRACT","FRAGRANCE | SKIN CONDITIONING"
"사발팜열매추출물","Serenoa Serrulata Fruit Extract","SERENOA SERRULATA FRUIT EXTRACT","SKIN CONDITIONING"
"사이아노코발아민","Cyanocobalamin","CYANOCOBALAMIN","SKIN CONDITIONING"
"사이클로덱스트린","Cyclodextrin","HYDROXYETHYL CYCLODEXTRIN","SKIN CONDITIONING"
"사이클로메티콘","Cyclomethicone","CYCLOMETHICONE","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | SOLVENT"
"사이클로펜타실록세인","Cyclopentasiloxane","CYCLOPENTASILOXANE","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | SKIN CONDITIONING | SOLVENT"
"사이클로헥사실록세인","Cyclohexasiloxane","CYCLOHEXASILOXANE","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | SOLVENT"
"사이토신","Cytosine","CYTOSINE","SKIN CONDITIONING"
"사철쑥꽃추출물","Artemisia Capillaris Flower Extract","ARTEMISIA CAPILLARIS FLOWER EXTRACT","SKIN CONDITIONING"
"사철쑥추출물","Artemisia Capillaris Extract","ARTEMISIA CAPILLARIS FLOWER EXTRACT","SKIN CONDITIONING"
"사카라이드아이소머레이트","Saccharide Isomerate","SACCHARIDE ISOMERATE","HUMECTANT"
"사카라이드하이드롤리세이트","Saccharide Hydrolysate","SACCHARIDE HYDROLYSATE","HUMECTANT"
"사코신","Sarcosine","POTASSIUM COCOYL SARCOSINATE","HAIR CONDITIONING | SURFACTANT - CLEANSING"
"사탕무뿌리추출물","Beta Vulgaris (Beet) Root Extract","BETA VULGARIS ROOT EXTRACT","SKIN CONDITIONING"
"사탕수수추출물","Saccharum Officinarum (Sugarcane) Extract","SACCHARUM OFFICINARUM JUICE EXTRACT","DEODORANT | SKIN CONDITIONING"
"사포닌","Saponins","SAPONINS","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"사프란암술머리추출물","Crocus Sativus Stigma Extract","CROCUS SATIVUS STIGMA EXTRACT","ANTIOXIDANT | SKIN CONDITIONING - MISCELLANEOUS"
"산구절초추출물","Chrysanthemum Zawadskii Extract","CHRYSANTHEMUM ZAWADSKII SPROUT EXTRACT",""
"산뽕나무잎추출물","Morus Bombycis Leaf Extract","MORUS BOMBYCIS LEAF EXTRACT","SMOOTHING"
"산사나무열매추출물","Crataegus Pinnatifida Fruit Extract","CRATAEGUS PINNATIFIDA FRUIT EXTRACT","SKIN CONDITIONING"
"산소","Oxygen","OXYGEN","SKIN CONDITIONING"
"산수유열매추출물","Cornus Officinalis Fruit Extract","CORNUS OFFICINALIS FRUIT EXTRACT","SKIN CONDITIONING"
"산양삼추출물","Panax Ginseng Root Extract","LACTOBACILLUS/ANGELICA GIGAS ROOT EXTRACT/PANAX GINSENG ROOT EXTRACT/RUBUS COREANUS FRUIT EXTRACT/SCHISANDRA CHINENSIS FRUIT EXTRACT FERMENT FILTRATE","SKIN CONDITIONING"
"산초나무잎추출물","Zanthoxylum Schinifolium Leaf Extract","ZANTHOXYLUM SCHINIFOLIUM LEAF EXTRACT","SKIN CONDITIONING"
"살구씨추출물","Prunus Armeniaca (Apricot) Kernel Extract","PRUNUS ARMENIACA KERNEL EXTRACT","SKIN CONDITIONING"
"살구추출물","Prunus Armeniaca (Apricot) Fruit Extract","PRUNUS ARMENIACA FRUIT EXTRACT","SKIN CONDITIONING"
"살리실로일피토스핑고신","Salicyloyl Phytosphingosine","SALICYLOYL PHYTOSPHINGOSINE","SKIN CONDITIONING"
"살리실릭애씨드","Salicylic Acid","SALICYLIC ACID","ANTI-SEBORRHEIC | HAIR CONDITIONING | KERATOLYTIC | FRAGRANCE | PRESERVATIVE | SKIN CONDITIONING"
"살비아수","Salvia Officinalis (Sage) Water","SALVIA OFFICINALIS WATER","SKIN CONDITIONING"
"살비아오일","Salvia Officinalis (Sage) Oil","SALVIA OFFICINALIS LEAF OIL","FRAGRANCE | PERFUMING | FLAVOURING | SKIN CONDITIONING - MISCELLANEOUS"
"살비아잎수","Salvia Officinalis (Sage) Leaf Water","SALVIA OFFICINALIS LEAF WATER","FRAGRANCE | SKIN CONDITIONING"
"살비아잎추출물","Salvia Officinalis (Sage) Leaf Extract","SALVIA OFFICINALIS LEAF EXTRACT","ANTI-SEBORRHEIC | CLEANSING | ORAL CARE | SKIN CONDITIONING | TONIC"
"살비아추출물","Salvia Officinalis (Sage) Extract","SALVIA OFFICINALIS EXTRACT","ANTI-SEBORRHEIC | ANTIMICROBIAL | ANTIOXIDANT | ASTRINGENT | CLEANSING | DEODORANT | SKIN CONDITIONING | SKIN PROTECTING | SOOTHING | TONIC"
"삼나무잎추출물","Cryptomeria Japonica Leaf Extract","CRYPTOMERIA JAPONICA BRANCH/LEAF EXTRACT","HUMECTANT | SKIN CONDITIONING"
"삼백초추출물","Saururus Chinensis Extract","SAURURUS CHINENSIS EXTRACT","SKIN CONDITIONING"
"삼색제비꽃추출물","Viola Tricolor Extract","VIOLA TRICOLOR EXTRACT","SKIN CONDITIONING - EMOLLIENT | SKIN PROTECTING | SOOTHING"
"삼씨오일","Cannabis Sativa Seed Oil","CANNABIS SATIVA SEED/STEM OIL","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING - HUMECTANT"
"삽주뿌리줄기추출물","Atractylodes Japonica Rhizome Extract","ATRACTYLODES JAPONICA RHIZOME EXTRACT","SKIN CONDITIONING"
"생강뿌리줄기추출물","Zingiber Officinale (Ginger) Rhizome Extract","ZINGIBER OFFICINALE RHIZOME EXTRACT","ANTIMICROBIAL"
"생강오일","Zingiber Officinale (Ginger) Root Oil","ZINGIBER OFFICINALE ROOT OIL","FRAGRANCE | SKIN CONDITIONING | TONIC | PERFUMING"
"생강추출물","Zingiber Officinale (Ginger) Root Extract","ZINGIBER OFFICINALE ROOT JUICE","SKIN CONDITIONING"
"샤프란꽃추출물","Crocus Sativus Flower Extract","CROCUS SATIVUS FLOWER EXTRACT","FRAGRANCE"
"서양민들레꽃/잎/줄기추출물","Taraxacum Officinale (Dandelion) Flower/leaf/Stem Extract","HYPERICUM PERFORATUM FLOWER EXTRACT","SKIN CONDITIONING"
"서양민들레잎추출물","Taraxacum Officinale (Dandelion) Leaf Extract","TARAXACUM OFFICINALE LEAF EXTRACT","SKIN CONDITIONING"
"서양민들레추출물","Taraxacum Officinale (Dandelion) Extract","TARAXACUM OFFICINALE LEAF EXTRACT","SKIN CONDITIONING"
"서양배추출물","Pyrus Communis (Pear) Fruit Extract","PYRUS COMMUNIS FRUIT EXTRACT","SKIN CONDITIONING | SKIN PROTECTING"
"서양벌노랑이씨추출물","Lotus Corniculatus Seed Extract","LOTUS CORNICULATUS SEED EXTRACT","SKIN CONDITIONING"
"서양산딸기잎추출물","Rubus Fruticosus (Blackberry) Leaf Extract","RUBUS FRUTICOSUS LEAF EXTRACT","FRAGRANCE | SKIN CONDITIONING"
"서양산딸기추출물","Rubus Fruticosus (Blackberry) Fruit Extract","RUBUS FRUTICOSUS FRUIT EXTRACT","ASTRINGENT | FRAGRANCE | TONIC"
"서양산사자열매추출물","Crataegus Oxyacantha Fruit Extract","CRATAEGUS OXYACANTHA FRUIT EXTRACT","SKIN CONDITIONING"
"서양송악추출물","Hedera Helix (Ivy) Extract","HEDERA HELIX LEAF EXTRACT","SKIN CONDITIONING"
"서양수수꽃다리추출물","Syringa Vulgaris (Lilac) Extract","SYRINGA VULGARIS EXTRACT","SKIN CONDITIONING | TONIC"
"서양유채추출물","Brassica Napus Extract","BRASSICA NAPUS STEM EXTRACT","SKIN CONDITIONING - EMOLLIENT"
"서양자두씨추출물","Prunus Domestica Seed Extract","BRASSICA NAPUS STEM EXTRACT","SKIN CONDITIONING - EMOLLIENT"
"서양측백나무잎오일","Thuja Occidentalis Leaf Oil","THUJA OCCIDENTALIS LEAF OIL","FRAGRANCE | TONIC | PERFUMING"
"서양측백나무잎추출물","Thuja Occidentalis Leaf Extract","THUJA OCCIDENTALIS LEAF EXTRACT","ANTIOXIDANT | BLEACHING | HAIR CONDITIONING | SKIN CONDITIONING | PERFUMING"
"서양톱풀꽃추출물","Achillea Millefolium Flower Extract","ACHILLEA MILLEFOLIUM EXTRACT","ANTI-SEBORRHEIC | CLEANSING | FRAGRANCE | REFRESHING | SKIN CONDITIONING | SOOTHING | TONIC"
"서양톱풀추출물","Achillea Millefolium Extract","ACHILLEA MILLEFOLIUM EXTRACT","ANTI-SEBORRHEIC | CLEANSING | FRAGRANCE | REFRESHING | SKIN CONDITIONING | SOOTHING | TONIC"
"석류나무꽃추출물","Punica Granatum Flower Extract","PUNICA GRANATUM FLOWER EXTRACT","SKIN CONDITIONING"
"석류나무추출물","Punica Granatum Extract","PUNICA GRANATUM PEEL EXTRACT","ANTIOXIDANT | ASTRINGENT | SKIN CONDITIONING"
"석류씨오일","Punica Granatum Seed Oil","PUNICA GRANATUM SEED OIL","SKIN CONDITIONING - EMOLLIENT"
"석류즙","Punica Granatum Fruit Juice","PUNICA GRANATUM FRUIT JUICE","FRAGRANCE | SKIN CONDITIONING"
"석류추출물","Punica Granatum Fruit Extract","PUNICA GRANATUM FRUIT EXTRACT","SKIN CONDITIONING"
"석송추출물","Lycopodium Clavatum Extract","LYCOPODIUM CLAVATUM EXTRACT","SKIN CONDITIONING"
"석시노글리칸","Succinoglycan","SUCCINOGLYCAN","SKIN CONDITIONING"
"석시노일아텔로콜라겐","Succinoyl Atelocollagen","SUCCINOYL ATELOCOLLAGEN","SKIN CONDITIONING"
"석시닉애씨드","Succinic Acid","SUCCINIC ACID","BUFFERING | FRAGRANCE"
"설탕단풍추출물","Acer Saccharum (Sugar Maple) Extract","ACER SACCHARUM EXTRACT","SKIN CONDITIONING"
"설퍼콜로이드","Colloidal Sulfur","COLLOIDAL SULFUR","ANTIMICROBIAL"
"세드랏껍질오일","Citrus Medica Vulgaris Peel Oil","CITRUS MEDICA VULGARIS PEEL OIL","FRAGRANCE"
"세드롤","Cedrol","CEDROL","SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | SKIN CONDITIONING"
"세라마이드에이에스","Ceramide AS","CERAMIDE AS","HAIR CONDITIONING | SKIN CONDITIONING"
"세라마이드에이피","Ceramide AP","CERAMIDE AP","HAIR CONDITIONING | SKIN CONDITIONING"
"세라마이드엔에스","Ceramide NS","CERAMIDE NS DILAURATE","HAIR CONDITIONING | SKIN CONDITIONING"
"세라마이드엔피","Ceramide NP","GLUCOSYL CERAMIDE NP","HAIR CONDITIONING | HUMECTANT"
"세라마이드이오피","Ceramide EOP","CERAMIDE EOP","HAIR CONDITIONING | SKIN CONDITIONING"
"세라알바","Cera Alba","CERA ALBA","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | FILM FORMING | PERFUMING"
"세레신","Ceresin","CERESIN","ANTISTATIC | BINDING | EMULSION STABILISING | HAIR CONDITIONING | OPACIFYING | VISCOSITY CONTROLLING"
"세룰라타벚나무꽃추출물","Prunus Serrulata Flower Extract","PRUNUS SERRULATA FLOWER EXTRACT","SKIN CONDITIONING"
"세리신","Sericin","SERICIN","ANTISTATIC | HAIR CONDITIONING | SKIN CONDITIONING | SMOOTHING"
"세린","Serine","SERINE","ANTISTATIC | HAIR CONDITIONING | FRAGRANCE | SKIN CONDITIONING"
"세바식애씨드","Sebacic Acid","SEBACIC ACID","BUFFERING"
"세테스-20","Ceteth-20","CETETH-20 METHACRYLATE","NOT REPORTED"
"세테스-20포스페이트","Ceteth-20 Phosphate","CETETH-20 PHOSPHATE","CLEANSING | SURFACTANT - CLEANSING"
"세테스-23","Ceteth-23","CETETH-23","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"세테스-24","Ceteth-24","CETETH-24","CLEANSING | SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"세테스-3","Ceteth-3","CETETH-3 STEARATE","SKIN CONDITIONING"
"세테스-5","Ceteth-5","CETETH-5 STEARATE","SKIN CONDITIONING"
"세테아레스-12","Ceteareth-12","CETEARETH-12","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"세테아레스-20","Ceteareth-20","CETEARETH-20 METHACRYLATE","NOT REPORTED"
"세테아레스-25","Ceteareth-25","CETEARETH-25 METHACRYLATE","NOT REPORTED"
"세테아릴글루코사이드","Cetearyl Glucoside","CETEARYL GLUCOSIDE","SURFACTANT - EMULSIFYING | SURFACTANT - CLEANSING"
"세테아릴메티콘","Cetearyl Methicone","CETEARYL METHICONE","SKIN CONDITIONING"
"세테아릴아이소노나노에이트","Cetearyl Isononanoate","CETEARYL ISONONANOATE","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | SKIN CONDITIONING"
"세테아릴알코올","Cetearyl Alcohol","CETEARYL PALMATE","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING"
"세테아릴에틸헥사노에이트","Cetearyl Ethylhexanoate","CETEARYL ETHYLHEXANOATE","SKIN CONDITIONING - EMOLLIENT | HAIR CONDITIONING | SKIN CONDITIONING"
"세테아릴올리베이트","Cetearyl Olivate","CETEARYL OLIVATE","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | EMULSION STABILISING | HAIR CONDITIONING | SLIP MODIFIER"
"세트리모늄브로마이드","Cetrimonium Bromide","CETRIMONIUM BROMIDE","ANTIMICROBIAL | ANTISTATIC | SURFACTANT - EMULSIFYING | PRESERVATIVE"
"세틸리시놀레이트","Cetyl Ricinoleate","CETYL RICINOLEATE","SKIN CONDITIONING - EMOLLIENT | SKIN CONDITIONING"
"세틸알코올","Cetyl Alcohol","CETYL ALCOHOL","SKIN CONDITIONING - EMOLLIENT | SURFACTANT - EMULSIFYING | EMULSION STABILISING | SURFACTANT - FOAM BOOSTING | FRAGRANCE | OPACIFYING | SURFACTANT - CLEANSING | VISCOSITY CONTROLLING"
"세틸에틸헥사노에이트","Cetyl Ethylhexanoate","CETYL ETHYLHEXANOATE","SKIN CONDITIONING - EMOLLIENT"
"세틸팔미테이트","Cetyl Palmitate","CETYL PALMITATE","SKIN CONDITIONING - EMOLLIENT | FRAGRANCE | SKIN CONDITIONING"
"세틸포스페이트","Cetyl Phosphate","CETETH-20 PHOSPHATE","CLEANSING | SURFACTANT - CLEANSING"
"세틸하이드록시에틸셀룰로오스","Cetyl Hydroxyethylcellulose","BUTOXYHYDROXYPROPYL CETYL HYDROXYETHYLCELLULOSE","EMULSION STABILISING | VISCOSITY CONTROLLING"
"세틸하이드록시프롤린팔미타마이드","Cetylhydroxyproline Palmitamide","CETYLHYDROXYPROLINE PALMITAMIDE","SKIN CONDITIONING"
"센티드제라늄꽃오일","Pelargonium Graveolens Flower Oil","PELARGONIUM GRAVEOLENS FLOWER OIL","FRAGRANCE"
"센티드제라늄추출물","Pelargonium Graveolens Extract","PELARGONIUM GRAVEOLENS FLOWER EXTRACT","SKIN CONDITIONING"
"셀러리추출물","Apium Graveolens (Celery) Extract","APIUM GRAVEOLENS ROOT EXTRACT","SKIN CONDITIONING"
"셀룰로오스","Cellulose","CELLULOSE","ABSORBENT | BULKING | OPACIFYING | VISCOSITY CONTROLLING"
"셀룰로오스검","Cellulose Gum","CELLULOSE GUM","BINDING | EMULSION STABILISING | FILM FORMING | FRAGRANCE | VISCOSITY CONTROLLING"
"셀룰로오스아세테이트부티레이트","Cellulose Acetate Butyrate","CARBOXYMETHYL CELLULOSE ACETATE BUTYRATE","EMULSION STABILISING | FILM FORMING | VISCOSITY CONTROLLING"
"셀필룸추출물","Thymus Serpyllum Extract","THYMUS SERPYLLUM EXTRACT","SKIN CONDITIONING"
"소나무잎추출물","Pinus Densiflora Leaf Extract","PINUS DENSIFLORA BRANCH/LEAF EXTRACT","HUMECTANT | SKIN CONDITIONING"
"소두구씨오일","Elettaria Cardamomum Seed Oil","ELETTARIA CARDAMOMUM SEED OIL","FRAGRANCE | TONIC | PERFUMING"
"소두구씨추출물","Elettaria Cardamomum Seed Extract","ELETTARIA CARDAMOMUM SEED EXTRACT","TONIC | PERFUMING"
"소듐구아이아줄렌설포네이트","Sodium Guaiazulene Sulfonate","SODIUM GUAIAZULENE SULFONATE","SURFACTANT - CLEANSING"
"소듐글루코네이트","Sodium Gluconate","SODIUM GLUCONATE","CHELATING | SKIN CONDITIONING"
"소듐글루타메이트","Sodium Glutamate","SODIUM GLUTAMATE","HAIR CONDITIONING | FRAGRANCE | SKIN CONDITIONING"
"소듐글리세로포스페이트","Sodium Glycerophosphate","SODIUM DIPALMITOYL GLYCEROPHOSPHATE","SKIN CONDITIONING"
"소듐나프탈렌설포네이트","Sodium Naphthalenesulfonate","SODIUM POLYNAPHTHALENESULFONATE","EMULSION STABILISING | GEL FORMING | SURFACTANT - HYDROTROPE | SURFACTANT - CLEANSING"
"소듐다이라우미도글루타미드라이신","Sodium Dilauramidoglutamide Lysine","SODIUM DILAURAMIDOGLUTAMIDE LYSINE","HUMECTANT"
